"","Account.Number","Organization","City","City.Location","Country","CDP.Region","Country.Name","Country.Code.2","Country.Code.3","Country.Numeric.code","lat","long","Location.Source"
"165",58597,"Municipalidad de La Unión","La Unión","POINT (-83.9833 9.91667)","Costa Rica","Latin America","Costa Rica","CR","CRI",188,9.91667,-83.9833,"CDP Disclosure"
"166",35903,"Le Grand Casablanca","Casablanca","POINT (-7.56806 33.5206)","Morocco","Africa","Morocco","MA","MAR",504,33.5206,-7.56806,"CDP Disclosure"
"167",54521,"BCP Council","Bournemouth","POINT (-1.88076 50.7192)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,50.7192,-1.88076,"CDP Disclosure"
"168",31167,"City of Lagos","Lagos","POINT (3.3792 6.52437)","Nigeria","Africa","Nigeria","NG","NGA",566,6.52437,3.3792,"CDP Disclosure"
"169",50354,"Alcaldía de Tegucigalpa","Tegucigalpa","POINT (-87.2044 14.1051)","Honduras","Latin America","Honduras","HN","HND",340,14.1051,-87.2044,"CDP Disclosure"
"170",60278,"Prefeitura de Fernandópolis","Fernandópolis","POINT (-50.2475 -20.2858)","Brazil","Latin America","Brazil","BR","BRA",76,-20.2858,-50.2475,"CDP Disclosure"
"171",826210,"Junta Intermunicipal de Medio Ambiente de la Costa Sur (JICOSUR)","JICOSUR","POINT (-104.38 19.34)","Mexico","Latin America","Mexico","MX","MEX",484,19.34,-104.38,"CDP Disclosure"
"172",13067,"City of New Orleans","New Orleans","POINT (-90.0715 29.9511)","United States of America","North America","United States Of America","US","USA",840,29.9511,-90.0715,"CDP Disclosure"
"173",68388,"Prefeitura de Morungaba","Morungaba","POINT (-46.7929 -22.8767)","Brazil","Latin America","Brazil","BR","BRA",76,-22.8767,-46.7929,"CDP Disclosure"
"174",50375,"Ayuntamiento de Chihuahua","Chihuahua","POINT (-106.076 28.6368)","Mexico","Latin America","Mexico","MX","MEX",484,28.6368,-106.076,"CDP Disclosure"
"175",60416,"Municipalidad de San Isidro (Argentina)","San Isidro (Argentina)","POINT (-68.8122 -32.9775)","Argentina","Latin America","Argentina","AR","ARG",32,-32.9775,-68.8122,"CDP Disclosure"
"176",74560,"City of Moab, UT","Moab","POINT (-109.54 38.57)","United States of America","North America","United States Of America","US","USA",840,38.57,-109.54,"CDP Disclosure"
"177",826237,"Alcaldia de Madrid","Madrid (Colombia)","POINT (-74.2642 4.73245)","Colombia","Latin America","Colombia","CO","COL",170,4.73245,-74.2642,"CDP Disclosure"
"178",53921,"City of Tempe, AZ","Tempe","POINT (-111.94 33.4255)","United States of America","North America","United States Of America","US","USA",840,33.4255,-111.94,"CDP Disclosure"
"179",3203,"City of Chicago","Chicago","POINT (-87.6298 41.8781)","United States of America","North America","United States Of America","US","USA",840,41.8781,-87.6298,"CDP Disclosure"
"180",68385,"Municipio de Chorrera","Chorrera","POINT (-79.7736 8.88289)","Panama","Latin America","Panama","PA","PAN",591,8.88289,-79.7736,"CDP Disclosure"
"181",54606,"Prefeitura Municipal de Bauru","Bauru","POINT (-49.0587 -22.3145)","Brazil","Latin America","Brazil","BR","BRA",76,-22.3145,-49.0587,"CDP Disclosure"
"182",61790,"City of Emeryville, CA","Emeryville","POINT (-122.285 37.8313)","United States of America","North America","United States Of America","US","USA",840,37.8313,-122.285,"CDP Disclosure"
"183",36279,"Comune di Cremona","Cremona","POINT (10.023 45.1405)","Italy","Europe","Italy","IT","ITA",380,45.1405,10.023,"CDP Disclosure"
"184",826423,"Município de Castelo Branco","Castelo Branco","POINT (-7.49189 39.8239)","Portugal","Europe","Portugal","PT","PRT",620,39.8239,-7.49189,"CDP Disclosure"
"185",55325,"Município de Águeda","Águeda","POINT (-8.44582 40.5753)","Portugal","Europe","Portugal","PT","PRT",620,40.5753,-8.44582,"CDP Disclosure"
"186",50674,"Município de Viseu","Viseu","POINT (-7.91247 40.6566)","Portugal","Europe","Portugal","PT","PRT",620,40.6566,-7.91247,"CDP Disclosure"
"187",36426,"Riga City","Riga","POINT (24.1052 56.9496)","Latvia","Europe","Latvia","LV","LVA",428,56.9496,24.1052,"CDP Disclosure"
"188",16581,"City of Seattle","Seattle","POINT (-122.332 47.6062)","United States of America","North America","United States Of America","US","USA",840,47.6062,-122.332,"CDP Disclosure"
"189",50374,"Alcaldia Distrital de Cartagena de Indias","Cartagena","POINT (-75.5501 10.4218)","Colombia","Latin America","Colombia","CO","COL",170,10.4218,-75.5501,"CDP Disclosure"
"190",59537,"City of Denton, TX","Denton","POINT (-97.1331 33.2148)","United States of America","North America","United States Of America","US","USA",840,33.2148,-97.1331,"CDP Disclosure"
"191",58668,"City of New Bedford, MA","New Bedford","POINT (-70.9342 41.6362)","United States of America","North America","United States Of America","US","USA",840,41.6362,-70.9342,"CDP Disclosure"
"192",43969,"Ciudad de Asunción","Asunción","POINT (-57.5759 -25.2637)","Paraguay","Latin America","Paraguay","PY","PRY",600,-25.2637,-57.5759,"CDP Disclosure"
"193",2430,"City of Burlington","Burlington","POINT (-73.2121 44.4759)","United States of America","North America","United States Of America","US","USA",840,44.4759,-73.2121,"CDP Disclosure"
"194",60108,"Norwich City Council","Norwich","POINT (1.2974 52.6309)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,52.6309,1.2974,"CDP Disclosure"
"195",36410,"City of Memphis","Memphis","POINT (-90.049 35.1495)","United States of America","North America","United States Of America","US","USA",840,35.1495,-90.049,"CDP Disclosure"
"196",36489,"Comune di Olbia","Olbia","POINT (12.5059 41.8823)","Italy","Europe","Italy","IT","ITA",380,41.8823,12.5059,"CDP Disclosure"
"197",50560,"City of Oakland","Oakland","POINT (-122.271 37.8044)","United States of America","North America","United States Of America","US","USA",840,37.8044,-122.271,"CDP Disclosure"
"198",74531,"Santa Fe County","Santa Fe County","POINT (-106 35.5)","United States of America","North America","United States Of America","US","USA",840,35.5,-106,"CDP Disclosure"
"199",73706,"City of Alameda","Alameda","POINT (122.163 37.4522)","United States of America","North America","United States Of America","US","USA",840,40.7682,-74.2348,"World Cities dataset"
"200",36002,"Ville de Kinshasa","Ville de Kinshasa","POINT (15.2663 -4.44193)","Democratic Republic of the Congo","Africa","Congo","CG","COG",178,-4.44193,15.2663,"CDP Disclosure"
"201",54104,"City of Boulder","Boulder","POINT (-105.252 40.0274)","United States of America","North America","United States Of America","US","USA",840,40.0274,-105.252,"CDP Disclosure"
"202",60588,"City of Alba-Iulia","Alba-Iulia","POINT (23.569 46.0823)","Romania","Europe","Romania","RO","ROU",642,46.0823,23.569,"CDP Disclosure"
"203",54651,"Prefeitura de Santo André","Santo André","POINT (-46.5167 -23.6583)","Brazil","Latin America","Brazil","BR","BRA",76,-23.6583,-46.5167,"CDP Disclosure"
"204",43910,"City of Columbus","Columbus","POINT (-82.9988 39.9612)","United States of America","North America","United States Of America","US","USA",840,39.9612,-82.9988,"CDP Disclosure"
"205",54060,"City of Greater Sudbury / Grand Sudbury","Sudbury","POINT (-80.9645 46.5268)","Canada","North America","Canada","CA","CAN",124,46.5268,-80.9645,"CDP Disclosure"
"206",54110,"City of Santa Monica","Santa Monica","POINT (-118.481 34.0219)","United States of America","North America","United States Of America","US","USA",840,34.0219,-118.481,"CDP Disclosure"
"207",31177,"Salt Lake City","Salt Lake City","POINT (-111.891 40.7608)","United States of America","North America","United States Of America","US","USA",840,40.7608,-111.891,"CDP Disclosure"
"208",54298,"Dalian Municipal People's Government","Dalian","POINT (121.567 38.9389)","China","East Asia","China","CN","CHN",156,38.9389,121.567,"CDP Disclosure"
"209",31090,"District of Columbia","Washington, DC","POINT (-77.0369 38.9072)","United States of America","North America","United States Of America","US","USA",840,38.9072,-77.0369,"CDP Disclosure"
"210",60371,"Alcaldía de Leticia","Leticia","POINT (-69.9406 -4.21528)","Colombia","Latin America","Colombia","CO","COL",170,-4.21528,-69.9406,"CDP Disclosure"
"211",54388,"Iskandar Regional Development Authority","Iskandar","POINT (100.992 1.45556)","Malaysia","Southeast Asia and Oceania","Malaysia","MY","MYS",458,1.482793,103.7184222,"World Cities dataset"
"212",35865,"Municipality of Fortaleza","Fortaleza","POINT (-48.3936 -10.7183)","Brazil","Latin America","Brazil","BR","BRA",76,-10.7183,-48.3936,"CDP Disclosure"
"213",54100,"City of Columbia, MO","Columbia, MO","POINT (-92.3341 38.9517)","United States of America","North America","United States Of America","US","USA",840,38.9517,-92.3341,"CDP Disclosure"
"214",60254,"Prefeitura de Bonito","Bonito","POINT (-56.4894 -21.1254)","Brazil","Latin America","Brazil","BR","BRA",76,-21.1254,-56.4894,"CDP Disclosure"
"215",59987,"Hutt City Council","Hutt City","POINT (174.908 -41.2092)","New Zealand","Southeast Asia and Oceania","New Zealand","NZ","NZL",554,-41.2092,174.908,"CDP Disclosure"
"216",36252,"Comune di Oristano","Oristano","POINT (8.898 39.7207)","Italy","Europe","Italy","IT","ITA",380,39.7207,8.898,"CDP Disclosure"
"217",31108,"City of Houston","Houston","POINT (-95.3694 29.7602)","United States of America","North America","United States Of America","US","USA",840,29.7602,-95.3694,"CDP Disclosure"
"218",63562,"City of South Bend, IN","South Bend","POINT (41.6754 -86.2532)","United States of America","North America","United States Of America","US","USA",840,41.6767,-86.2696,"World Cities dataset"
"219",35905,"Corporation of Chennai","Chennai","POINT (80.2425 13.0992)","India","South and West Asia","India","IN","IND",356,13.0992,80.2425,"CDP Disclosure"
"220",35859,"City of Cleveland","Cleveland","POINT (-81.6944 41.4993)","United States of America","North America","United States Of America","US","USA",840,41.4993,-81.6944,"CDP Disclosure"
"221",54119,"City of Palo Alto","Palo Alto","POINT (-122.143 37.4419)","United States of America","North America","United States Of America","US","USA",840,37.4419,-122.143,"CDP Disclosure"
"222",74443,"City of Clinton, IA","Clinton","POINT (-90.192 41.839)","United States of America","North America","United States Of America","US","USA",840,41.839,-90.192,"CDP Disclosure"
"223",42388,"Intendencia de Montevideo","Montevideo","POINT (-58.2987 -34.7112)","Uruguay","Latin America","Uruguay","UY","URY",858,-34.7112,-58.2987,"CDP Disclosure"
"224",58865,"Jammerbugt Kommune","Jammerbugt","POINT (9.54153 57.1453)","Denmark","Europe","Denmark","DK","DNK",208,57.1453,9.54153,"CDP Disclosure"
"225",49360,"City of Tshwane","Pretoria - Tshwane","POINT (28.1881 -25.7461)","South Africa","Africa","South Africa","ZA","ZAF",710,-25.7461,28.1881,"CDP Disclosure"
"226",62855,"Egedal Municipality","Egedal","POINT (12.2387 55.795)","Denmark","Europe","Denmark","DK","DNK",208,55.795,12.2387,"CDP Disclosure"
"227",36263,"Comune di Ravenna","Ravenna","POINT (12.518 41.913)","Italy","Europe","Italy","IT","ITA",380,41.913,12.518,"CDP Disclosure"
"228",55334,"Município de Braga","Braga","POINT (-8.43821 41.5337)","Portugal","Europe","Portugal","PT","PRT",620,41.5337,-8.43821,"CDP Disclosure"
"229",73229,"Masvingo","Masvingo","POINT (30.8384 -20.0792)","Zimbabwe","Africa","Zimbabwe","ZW","ZWE",716,-20.0792,30.8384,"CDP Disclosure"
"230",46470,"Ayuntamiento de Vitoria-Gasteiz","Vitoria-Gasteiz","POINT (-2.67 42.84)","Spain","Europe","Spain","ES","ESP",724,42.84,-2.67,"CDP Disclosure"
"231",31158,"Hanoi City","Hanoi","POINT (105.815 21.0258)","Viet Nam","Southeast Asia and Oceania","Vietnam","VN","VNM",704,21.0258,105.815,"CDP Disclosure"
"232",63919,"City of Saratoga Springs, NY","Saratoga Springs","POINT (-73.8167 43.0333)","United States of America","North America","United States Of America","US","USA",840,43.0333,-73.8167,"CDP Disclosure"
"233",54102,"City of Albany","Albany","POINT (-73.7562 42.6526)","United States of America","North America","United States Of America","US","USA",840,42.6526,-73.7562,"CDP Disclosure"
"234",54409,"City of Espoo","Espoo","POINT (24.6559 60.2055)","Finland","Europe","Finland","FI","FIN",246,60.2055,24.6559,"CDP Disclosure"
"235",43940,"Malmö Stad","Malmö","POINT (13.0038 55.605)","Sweden","Europe","Sweden","SE","SWE",752,55.605,13.0038,"CDP Disclosure"
"236",43975,"Municipalidad de Magdalena del Mar","Magdalena del Mar","POINT (-77.067 -12.0917)","Peru","Latin America","Peru","PE","PER",604,-12.0917,-77.067,"CDP Disclosure"
"237",50387,"Prefeitura de Guarulhos","Guarulhos","POINT (-46.5338 -23.4542)","Brazil","Latin America","Brazil","BR","BRA",76,-23.4542,-46.5338,"CDP Disclosure"
"238",44185,"Suwon City","Suwon","POINT (126.805 37.17)","Republic of Korea","East Asia","Korea, Republic of (South Korea)","KR","KOR",410,37.17,126.805,"CDP Disclosure"
"239",54293,"People's Government of Guangzhou Municipality","Guangzhou","POINT (113.264 23.1291)","China","East Asia","China","CN","CHN",156,23.1291,113.264,"CDP Disclosure"
"240",31182,"City of San Francisco","San Francisco","POINT (-122.419 37.7749)","United States of America","North America","United States Of America","US","USA",840,37.7749,-122.419,"CDP Disclosure"
"241",60272,"Prefeitura de Campina Grande","Campina Grande","POINT (-35.8808 -7.2291)","Brazil","Latin America","Brazil","BR","BRA",76,-7.2291,-35.8808,"CDP Disclosure"
"242",42178,"Distrito Metropolitano de Quito","Quito","POINT (-78.5167 -0.2333)","Ecuador","Latin America","Ecuador","EC","ECU",218,-0.2333,-78.5167,"CDP Disclosure"
"243",50380,"Municipio de Bucaramanga","Bucaramanga","POINT (-73.1227 7.11034)","Colombia","Latin America","Colombia","CO","COL",170,7.11034,-73.1227,"CDP Disclosure"
"244",43909,"City of Orlando","Orlando","POINT (-81.3792 28.5383)","United States of America","North America","United States Of America","US","USA",840,28.5383,-81.3792,"CDP Disclosure"
"245",54504,"Ayuntamiento de Alicante","Alicante","POINT (-0.48149 38.3452)","Spain","Europe","Spain","ES","ESP",724,38.3452,-0.48149,"CDP Disclosure"
"246",69848,"Municipio de Loja","Loja","POINT (-3.99313 -79.2042)","Ecuador","Latin America","Ecuador","EC","ECU",218,0.0844,-76.8911,"World Cities dataset"
"247",31157,"City of Delhi","Delhi","POINT (77.1025 28.704)","India","South and West Asia","India","IN","IND",356,28.704,77.1025,"CDP Disclosure"
"248",31156,"Municipality of Curitiba","Curitiba","POINT (-49.2647 -25.4311)","Brazil","Latin America","Brazil","BR","BRA",76,-25.4311,-49.2647,"CDP Disclosure"
"249",59168,"Commune de Dioudoubou","Dioudoubou","POINT (-15.4789 12.7095)","Senegal","Africa","Senegal","SN","SEN",686,12.7095,-15.4789,"CDP Disclosure"
"250",58357,"City of West Hollywood","West Hollywood","POINT (-118.362 34.09)","United States of America","North America","United States Of America","US","USA",840,34.09,-118.362,"CDP Disclosure"
"251",31186,"Changwon City","Changwon","POINT (126.949 35.1542)","Republic of Korea","East Asia","Korea, Republic of (South Korea)","KR","KOR",410,35.1542,126.949,"CDP Disclosure"
"252",54329,"Bogor City Government","Bogor","POINT (106.806 -6.5971)","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,-6.5971,106.806,"CDP Disclosure"
"253",50211,"Tbilisi City","Tbilisi","POINT (44.8271 41.7151)","Georgia","Europe","Georgia","GE","GEO",268,41.7151,44.8271,"CDP Disclosure"
"254",50566,"City of Anchorage","Anchorage","POINT (-149.9 61.2181)","United States of America","North America","United States Of America","US","USA",840,61.2181,-149.9,"CDP Disclosure"
"255",60320,"Prefeitura de Presidente Prudente","Presidente Prudente","POINT (-51.3856 -22.1276)","Brazil","Latin America","Brazil","BR","BRA",76,-22.1276,-51.3856,"CDP Disclosure"
"256",54082,"City of Hollywood, FL","Hollywood","POINT (-80.1495 26.0112)","United States of America","North America","United States Of America","US","USA",840,26.0112,-80.1495,"CDP Disclosure"
"257",826446,"City of Bradford","Bradford","POINT (1.754 53.792)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,53.792,1.754,"CDP Disclosure"
"258",69850,"Municipalidad de Comas","Comas","POINT (-77.0667 -11.95)","Peru","Latin America","Peru","PE","PER",604,-11.95,-77.0667,"CDP Disclosure"
"259",50671,"Município de Fafe","Fafe","POINT (-8.17286 41.4508)","Portugal","Europe","Portugal","PT","PRT",620,41.4508,-8.17286,"CDP Disclosure"
"260",36469,"Comune dell'Aquila","L'Aquila","POINT (13.3995 42.3505)","Italy","Europe","Italy","IT","ITA",380,42.3505,13.3995,"CDP Disclosure"
"261",35885,"Tel Aviv-Yafo Municipality","Tel Aviv-Yafo","POINT (34.7823 32.0816)","Israel","Middle East","Israel","IL","ISR",376,32.0816,34.7823,"CDP Disclosure"
"262",59151,"City of Akureyri","Akureyri","POINT (-18.1262 65.6885)","Iceland","Europe","Iceland","IS","ISL",352,65.6885,-18.1262,"CDP Disclosure"
"263",826208,"Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC)","JISOC","POINT (-104.783 20.517)","Mexico","Latin America","Mexico","MX","MEX",484,20.517,-104.783,"CDP Disclosure"
"264",43970,"Alcaldía Distrital de Barranquilla","Barranquilla","POINT (-74.7782 10.9815)","Colombia","Latin America","Colombia","CO","COL",170,10.9815,-74.7782,"CDP Disclosure"
"265",60126,"Tartu City Council","Tartu","POINT (26.7219 58.38)","Estonia","Europe","Estonia","EE","EST",233,58.38,26.7219,"CDP Disclosure"
"266",49335,"Metropolitan Government of Nashville and Davidson County","Nashville","POINT (-86.7816 36.1627)","United States of America","North America","United States Of America","US","USA",840,36.1627,-86.7816,"CDP Disclosure"
"267",50541,"City of Greensboro","Greensboro","POINT (-79.792 36.0726)","United States of America","North America","United States Of America","US","USA",840,36.0726,-79.792,"CDP Disclosure"
"268",59166,"Municipalidad de Independencia","Independencia","POINT (-68.8154 -32.8421)","Chile","Latin America","Chile","CL","CHL",152,-11.99691215,-77.0544879039708,"World Cities dataset"
"269",58797,"Hørsholm Kommune","Hørsholm","POINT (12.5049 55.8835)","Denmark","Europe","Denmark","DK","DNK",208,55.8835,12.5049,"CDP Disclosure"
"270",69967,"Alcaldia de Tulua","Tulua","POINT (-76.1979 4.08618)","Colombia","Latin America","Colombia","CO","COL",170,4.08618,-76.1979,"CDP Disclosure"
"271",58594,"Burgas Municipality","Burgas","POINT (27.4626 42.5048)","Bulgaria","Europe","Bulgaria","BG","BGR",100,42.5048,27.4626,"CDP Disclosure"
"272",31170,"Metropolitan Municipality of Lima","Lima","POINT (-77.0283 -12.0433)","Peru","Latin America","Peru","PE","PER",604,-12.0433,-77.0283,"CDP Disclosure"
"273",36223,"Antananarivo","Antananarivo","POINT (47.5079 -18.8792)","Madagascar","Africa","Madagascar","MG","MDG",450,-18.8792,47.5079,"CDP Disclosure"
"274",54593,"Buffalo City Metropolitan Municipality","Buffalo","POINT (27.6435 32.9344)","South Africa","Africa","South Africa","ZA","ZAF",710,NA,NA,NA
"275",831834,"CIOESTE","Cioeste","POINT (-46.8729 -23.5114)","Brazil","Latin America","Brazil","BR","BRA",76,-23.5114,-46.8729,"CDP Disclosure"
"276",36286,"Comune di Ferrara","Ferrara","POINT (11.619 44.8357)","Italy","Europe","Italy","IT","ITA",380,44.8357,11.619,"CDP Disclosure"
"277",60346,"Prefeitura de Santa Barbara d'Oeste","Santa Barbara d'Oeste","POINT (-47.4136 -22.7536)","Brazil","Latin America","Brazil","BR","BRA",76,-22.7536,-47.4136,"CDP Disclosure"
"278",63542,"Lejre Kommune","Lejre","POINT (11.9645 55.6013)","Denmark","Europe","Denmark","DK","DNK",208,55.6013,11.9645,"CDP Disclosure"
"279",35864,"Ekurhuleni Metropolitan Municipality","Ekurhuleni","POINT (28.3462 -26.1777)","South Africa","Africa","South Africa","ZA","ZAF",710,-26.1777,28.3462,"CDP Disclosure"
"280",54109,"City of Bloomington","Bloomington","POINT (-86.5264 39.1653)","United States of America","North America","United States Of America","US","USA",840,39.1653,-86.5264,"CDP Disclosure"
"281",36504,"Comune di Rimini","Rimini","POINT (12.5695 44.0678)","Italy","Europe","Italy","IT","ITA",380,44.0678,12.5695,"CDP Disclosure"
"282",826243,"Alcaldia de Cartago","Cartago","POINT (-83.9194 9.86444)","Colombia","Latin America","Colombia","CO","COL",170,7.8353,-72.4736,"World Cities dataset"
"283",60287,"Prefeitura de Feira de Santana","Feira de Santana","POINT (-38.9647 -12.2597)","Brazil","Latin America","Brazil","BR","BRA",76,-12.2597,-38.9647,"CDP Disclosure"
"284",70005,"Taurage","Taurage","POINT (22.2897 55.2522)","Lithuania","Europe","Lithuania","LT","LTU",440,55.2522,22.2897,"CDP Disclosure"
"285",60391,"Municipalidad de San Borja","San Borja","POINT (-12.1078 -76.9989)","Peru","Latin America","Peru","PE","PER",604,-12.1071567,-76.9991313,"World Cities dataset"
"286",50392,"Prefeitura de Vitória","Vitória","POINT (-40.3776 -20.3338)","Brazil","Latin America","Brazil","BR","BRA",76,-20.3338,-40.3776,"CDP Disclosure"
"287",54459,"City of Reykjavík","Reykjavík","POINT (-21.8174 64.1265)","Iceland","Europe","Iceland","IS","ISL",352,64.1265,-21.8174,"CDP Disclosure"
"288",58310,"City of Roanoke","Roanoke","POINT (-79.9414 37.271)","United States of America","North America","United States Of America","US","USA",840,37.271,-79.9414,"CDP Disclosure"
"289",54683,"Prefeitura Municipal de Franco da Rocha","Franco da Rocha","POINT (-46.732 -23.3094)","Brazil","Latin America","Brazil","BR","BRA",76,-23.3094,-46.732,"CDP Disclosure"
"290",55419,"City of Miramar","Miramar","POINT (-80.3036 25.9861)","United States of America","North America","United States Of America","US","USA",840,25.9861,-80.3036,"CDP Disclosure"
"291",35879,"City of Minneapolis","Minneapolis","POINT (-93.2667 44.9833)","United States of America","North America","United States Of America","US","USA",840,44.9833,-93.2667,"CDP Disclosure"
"292",54078,"City of Hayward","Hayward","POINT (-122.081 37.6689)","United States of America","North America","United States Of America","US","USA",840,37.6689,-122.081,"CDP Disclosure"
"293",54026,"City of Tacoma","Tacoma","POINT (-122.444 47.2529)","United States of America","North America","United States Of America","US","USA",840,47.2529,-122.444,"CDP Disclosure"
"294",58796,"Odder Kommune","Odder","POINT (10.15 55.9757)","Denmark","Europe","Denmark","DK","DNK",208,55.9757,10.15,"CDP Disclosure"
"295",60349,"Prefeitura de São Leopoldo","São Leopoldo","POINT (-51.1493 -29.761)","Brazil","Latin America","Brazil","BR","BRA",76,-29.761,-51.1493,"CDP Disclosure"
"296",58513,"City of Medford","Medford","POINT (-122.876 42.3265)","United States of America","North America","United States Of America","US","USA",840,42.3265,-122.876,"CDP Disclosure"
"297",50782,"Dhaka City","Dhaka","POINT (90.4125 23.8103)","Bangladesh","South and West Asia","Bangladesh","BD","BGD",50,23.8103,90.4125,"CDP Disclosure"
"298",36043,"Abuja Federal Capital Territory","Abuja","POINT (7.39857 9.07647)","Nigeria","Africa","Nigeria","NG","NGA",566,9.07647,7.39857,"CDP Disclosure"
"299",54649,"Prefeitura de Tatuí","Tatuí","POINT (-47.8466 -23.3492)","Brazil","Latin America","Brazil","BR","BRA",76,-23.3492,-47.8466,"CDP Disclosure"
"300",826209,"Aipromades Lago de Chapala","Chapala","POINT (-103.191 20.2962)","Mexico","Latin America","Mexico","MX","MEX",484,20.2962,-103.191,"CDP Disclosure"
"301",60142,"City of Kisumu","Kisumu","POINT (34.7679 -0.0917)","Kenya","Africa","Kenya","KE","KEN",404,-0.0917,34.7679,"CDP Disclosure"
"302",54623,"Prefeitura de Betim","Betim","POINT (-44.2012 -19.9673)","Brazil","Latin America","Brazil","BR","BRA",76,-19.9673,-44.2012,"CDP Disclosure"
"303",31180,"Región Metropolitana de Santiago","Santiago","POINT (-70.6693 -33.4489)","Chile","Latin America","Chile","CL","CHL",152,-33.4489,-70.6693,"CDP Disclosure"
"304",50371,"Municipalidad de Córdoba","Córdoba","POINT (-64.1888 -31.4201)","Argentina","Latin America","Argentina","AR","ARG",32,-31.4201,-64.1888,"CDP Disclosure"
"305",36484,"Comune di Monza","Monza","POINT (9.0371 45.8315)","Italy","Europe","Italy","IT","ITA",380,45.8315,9.0371,"CDP Disclosure"
"306",36045,"Santiago de Guayaquil","Santiago de Guayaquil","POINT (-79.9223 -2.17099)","Ecuador","Latin America","Ecuador","EC","ECU",218,-2.17099,-79.9223,"CDP Disclosure"
"307",54497,"City of Wroclaw","Wroclaw","POINT (17.0385 51.1079)","Poland","Europe","Poland","PL","POL",616,51.1079,17.0385,"CDP Disclosure"
"308",50681,"Município de Funchal","Funchal","POINT (-16.9241 32.6669)","Portugal","Europe","Portugal","PT","PRT",620,32.6669,-16.9241,"CDP Disclosure"
"309",32480,"City of Adelaide","Adelaide","POINT (138.601 -34.9285)","Australia","Southeast Asia and Oceania","Australia","AU","AUS",36,-34.9285,138.601,"CDP Disclosure"
"310",46473,"City of Zaragoza","Zaragoza","POINT (-0.88701 41.6086)","Spain","Europe","Spain","ES","ESP",724,41.6086,-0.88701,"CDP Disclosure"
"311",31181,"City of Philadelphia","Philadelphia","POINT (-75.1638 39.9523)","United States of America","North America","United States Of America","US","USA",840,39.9523,-75.1638,"CDP Disclosure"
"312",58610,"Municipality of Hjørring","Hjørring","POINT (9.9958 57.4568)","Denmark","Europe","Denmark","DK","DNK",208,57.4568,9.9958,"CDP Disclosure"
"313",60356,"Prefeitura de Tupã","Tupã","POINT (-50.5196 -21.934)","Brazil","Latin America","Brazil","BR","BRA",76,-21.934,-50.5196,"CDP Disclosure"
"314",58569,"City of Podgorica","Podgorica","POINT (19.2594 42.4304)","Montenegro","Europe","Montenegro","ME","MNE",499,42.4304,19.2594,"CDP Disclosure"
"315",54709,"Prefeitura de Blumenau","Blumenau","POINT (-49.0717 -26.9166)","Brazil","Latin America","Brazil","BR","BRA",76,-26.9166,-49.0717,"CDP Disclosure"
"316",35886,"Comune di Torino","Torino","POINT (7.668 45.1006)","Italy","Europe","Italy","IT","ITA",380,45.1006,7.668,"CDP Disclosure"
"317",60387,"Alcaldíade Sincelejo","Sincelejo","POINT (-75.3906 9.30457)","Colombia","Latin America","Colombia","CO","COL",170,9.30457,-75.3906,"CDP Disclosure"
"318",62791,"City of Botosani","Botosani","POINT (26.6658 47.7407)","Romania","Europe","Romania","RO","ROU",642,47.7407,26.6658,"CDP Disclosure"
"319",36158,"Comune di Napoli","Napoli","POINT (14.2514 40.842)","Italy","Europe","Italy","IT","ITA",380,40.842,14.2514,"CDP Disclosure"
"320",35848,"Municipality of Belo Horizonte","Belo Horizonte","POINT (-43.9345 -19.9167)","Brazil","Latin America","Brazil","BR","BRA",76,-19.9167,-43.9345,"CDP Disclosure"
"321",63616,"Abasan Al-Kabira Municipality","Abasan Al-Kabira","POINT (34.344 31.3231)","State of Palestine","Middle East","Palestinian Territory, Occupied","PS","PSE",275,31.3231,34.344,"CDP Disclosure"
"322",49339,"City and County of Honolulu","Honolulu","POINT (157.59 21.28)","United States of America","North America","United States Of America","US","USA",840,38.6317,-90.479,"World Cities dataset"
"323",58867,"City of Wisconsin Rapids","Wisconsin Rapids","POINT (-89.839 44.3603)","United States of America","North America","United States Of America","US","USA",840,44.3603,-89.839,"CDP Disclosure"
"324",50673,"Município de Faro","Faro","POINT (-7.93044 37.0194)","Portugal","Europe","Portugal","PT","PRT",620,37.0194,-7.93044,"CDP Disclosure"
"325",31115,"City of Johannesburg","Johannesburg","POINT (28.0473 -26.2041)","South Africa","Africa","South Africa","ZA","ZAF",710,-26.2041,28.0473,"CDP Disclosure"
"326",31114,"City of Sydney","City of Sydney","POINT (151.207 -33.8675)","Australia","Southeast Asia and Oceania","Australia","AU","AUS",36,-33.8675,151.207,"CDP Disclosure"
"327",54092,"City of Ann Arbor","Ann Arbor","POINT (-83.743 42.2808)","United States of America","North America","United States Of America","US","USA",840,42.2808,-83.743,"CDP Disclosure"
"328",50362,"Municipalidad de Concepción","Concepción","POINT (-73.0498 -36.827)","Chile","Latin America","Chile","CL","CHL",152,-36.827,-73.0498,"CDP Disclosure"
